bundle	material	prop	tex_pathid	tex_name	scale_x	scale_y	off_x	off_y
charactermodmaterials_assets_adminmcb1_3ef4221f3518c818ceec7df621e2931d.bundle	Admin MCB	_NormalMap	4379899283716539440	Pouch_Ferro_Admin_OCP_OpenGL_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminmcb_8240c8036a2887676e14dd7dbfc53c0e.bundle	Admin MCB	_BaseColorMap	3812058486741679010	Admin MCB	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminmcb_8240c8036a2887676e14dd7dbfc53c0e.bundle	Admin MCB	_MaskMap	1042472639090868990	MaskMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminmcb_8240c8036a2887676e14dd7dbfc53c0e.bundle	Admin MCB	_NormalMap	-3597623003472821423	Pouch_Agilite_Admin_2ndLayer_OCP_DirectX_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminod_df5c8ec0d8eb9626a942094fab80ff8a.bundle	Admin OD	_BaseColorMap	3319745744462394518	Admin OD	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminod_df5c8ec0d8eb9626a942094fab80ff8a.bundle	Admin OD	_MaskMap	1597934244077240019	MaskMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminod_df5c8ec0d8eb9626a942094fab80ff8a.bundle	Admin OD	_NormalMap	4379899283716539440	Pouch_Ferro_Admin_OCP_OpenGL_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminodg_693406dc3a5b7878c80acde4703ca7a8.bundle	Admin ODG	_BaseColorMap	5505659754049311608	Admin ODG	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminodg_693406dc3a5b7878c80acde4703ca7a8.bundle	Admin ODG	_MaskMap	1042472639090868990	MaskMap	1.0	1.0	0.0	0.0
charactermodmaterials_assets_adminodg_693406dc3a5b7878c80acde4703ca7a8.bundle	Admin ODG	_NormalMap	-3597623003472821423	Pouch_Agilite_Admin_2ndLayer_OCP_DirectX_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_amarurgtsdf_ea6620344e0ffbe8f7819da4e8f09b30.bundle	amarurgt SDF Material	_MainTex	-4709754405735645347	amarurgt SDF Atlas	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr1_cee3047e44e620d323a1bf2fb37ad796.bundle	AmbdominalPro_sdr 1	_BaseColorMap	505659681344016140	abdominalPro_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr1_cee3047e44e620d323a1bf2fb37ad796.bundle	AmbdominalPro_sdr 1	_MainTex	505659681344016140	abdominalPro_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr1_cee3047e44e620d323a1bf2fb37ad796.bundle	AmbdominalPro_sdr 1	_MaskMap	7639368554896251302	AmbdominalPro_sdr_MaskMap_AutodeskToHDRP	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr1_cee3047e44e620d323a1bf2fb37ad796.bundle	AmbdominalPro_sdr 1	_NormalMap	-3741265917195219010	abdominalPro_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr_a19c797c5cc8ba9ac1f7c0270be8968d.bundle	AmbdominalPro_sdr	_BaseColorMap	6359560112324292784	abdominalPro_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr_a19c797c5cc8ba9ac1f7c0270be8968d.bundle	AmbdominalPro_sdr	_MainTex	6359560112324292784	abdominalPro_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr_a19c797c5cc8ba9ac1f7c0270be8968d.bundle	AmbdominalPro_sdr	_MaskMap	7639368554896251302	AmbdominalPro_sdr_MaskMap_AutodeskToHDRP	1.0	1.0	0.0	0.0
charactermodmaterials_assets_ambdominalpro_sdr_a19c797c5cc8ba9ac1f7c0270be8968d.bundle	AmbdominalPro_sdr	_NormalMap	-3741265917195219010	abdominalPro_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_anprc152_aor1_dacb9db194b593dae39108499cc0d344.bundle	ANPRC152_AOR1	_BaseColorMap	-1922937933038719466	JPC_V2_ANPRC152_sdr_BaseMap 3	1.0	1.0	0.0	0.0
charactermodmaterials_assets_anprc152_aor1_dacb9db194b593dae39108499cc0d344.bundle	ANPRC152_AOR1	_MainTex	-1922937933038719466	JPC_V2_ANPRC152_sdr_BaseMap 3	1.0	1.0	0.0	0.0
charactermodmaterials_assets_anprc152_aor1_dacb9db194b593dae39108499cc0d344.bundle	ANPRC152_AOR1	_MaskMap	-3936558795657509458	LitMask	1.0	1.0	0.0	0.0
charactermodmaterials_assets_anprc152_aor1_dacb9db194b593dae39108499cc0d344.bundle	ANPRC152_AOR1	_NormalMap	-140159629252651909	ANPRC152_Normal	1.0	1.0	0.0	0.0
charactermodmaterials_assets_anprc152_black_basecolor_b767b8f0223957ba92c6c2bf802909f5.bundle	ANPRC152_Black_BaseColor	_BaseColorMap	8452620050968363949	ANPRC152_Black_BaseColor	1.0	1.0	0.0	0.0
charactermodmaterials_assets_anprc152_black_basecolor_b767b8f0223957ba92c6c2bf802909f5.bundle	ANPRC152_Black_BaseColor	_MainTex	8452620050968363949	ANPRC152_Black_BaseColor	1.0	1.0	0.0	0.0
